Unnamed: 0,Unnamed: 0.1,Date,Price,Open,High,Low,Vol,Change,prev_change,day,month,year,weekday,quarter,change_class,kfold
469,470,2014-02-20,16136.0,16050.0,16160.0,16010.0,77.75,0.58,-0.19,20,2,2014,3,1,0,0
470,471,2014-02-19,16040.0,16130.0,16220.0,16030.0,80.56,-0.56,0.58,19,2,2014,2,1,0,0
471,472,2014-02-18,16130.0,16150.0,16170.0,16104.0,91.25,-0.15,-0.56,18,2,2014,1,1,0,0
472,473,2014-02-14,16150.0,16020.0,16180.0,15980.0,84.06,0.79,-0.15,14,2,2014,4,1,0,0
473,474,2014-02-13,16024.0,15944.0,16040.0,15864.0,99.5,0.4,0.79,13,2,2014,3,1,0,1
474,475,2014-02-12,15960.0,15990.0,16040.0,15930.0,77.3,-0.19,0.4,12,2,2014,2,1,0,1
475,476,2014-02-11,15990.0,15810.0,16024.0,15800.0,95.94,1.22,-0.19,11,2,2014,1,1,1,1
476,477,2014-02-10,15800.0,15790.0,15800.0,15736.0,84.1,0.05,1.22,10,2,2014,0,1,0,1
477,478,2014-02-07,15790.0,15630.0,15800.0,15624.0,105.75,1.06,0.05,7,2,2014,4,1,1,1
478,479,2014-02-06,15630.0,15440.0,15630.0,15440.0,107.0,1.22,1.06,6,2,2014,3,1,1,1
479,480,2014-02-05,15440.0,15440.0,15480.0,15340.0,105.1,-0.03,1.22,5,2,2014,2,1,0,1
480,481,2014-02-04,15450.0,15380.0,15480.0,15360.0,124.1,0.47,-0.03,4,2,2014,1,1,0,1
481,482,2014-02-03,15380.0,15700.0,15710.0,15360.0,151.0,-2.08,0.47,3,2,2014,0,1,0,1
482,483,2014-01-31,15700.0,15850.0,15850.0,15620.0,137.1,-0.94,-2.08,31,1,2014,4,1,0,1
483,484,2014-01-30,15850.0,15740.0,15900.0,15736.0,92.1,0.7,-0.94,30,1,2014,3,1,0,1
484,485,2014-01-29,15736.0,15930.0,15930.0,15710.0,109.56,-1.19,0.7,29,1,2014,2,1,0,1
485,486,2014-01-28,15930.0,15840.0,15944.0,15840.0,89.1,0.57,-1.19,28,1,2014,1,1,0,1
486,487,2014-01-27,15840.0,15880.0,15944.0,15784.0,127.56,-0.26,0.57,27,1,2014,0,1,0,1
487,488,2014-01-24,15880.0,16200.0,16200.0,15880.0,141.5,-1.96,-0.26,24,1,2014,4,1,0,1
488,489,2014-01-23,16200.0,16370.0,16376.0,16140.0,100.56,-1.07,-1.96,23,1,2014,3,1,0,1
489,490,2014-01-22,16376.0,16420.0,16450.0,16340.0,87.56,-0.25,-1.07,22,1,2014,2,1,0,1
490,491,2014-01-21,16420.0,16460.0,16530.0,16320.0,111.56,-0.27,-0.25,21,1,2014,1,1,0,1
491,492,2014-01-17,16460.0,16420.0,16500.0,16376.0,185.0,0.25,-0.27,17,1,2014,4,1,0,1
492,493,2014-01-16,16420.0,16480.0,16480.0,16376.0,87.4,-0.39,0.25,16,1,2014,3,1,0,1
493,494,2014-01-15,16480.0,16376.0,16510.0,16376.0,101.1,0.66,-0.39,15,1,2014,2,1,0,1
494,495,2014-01-14,16376.0,16264.0,16376.0,16264.0,98.6,0.71,0.66,14,1,2014,1,1,0,1
495,496,2014-01-13,16260.0,16430.0,16450.0,16240.0,111.7,-1.09,0.71,13,1,2014,0,1,0,1
496,497,2014-01-10,16430.0,16450.0,16480.0,16376.0,85.2,-0.05,-1.09,10,1,2014,4,1,0,1
497,498,2014-01-09,16450.0,16460.0,16530.0,16376.0,84.0,-0.11,-0.05,9,1,2014,3,1,0,1
498,499,2014-01-08,16460.0,16530.0,16530.0,16420.0,103.25,-0.41,-0.11,8,1,2014,2,1,0,1
499,500,2014-01-07,16530.0,16430.0,16560.0,16430.0,81.25,0.64,-0.41,7,1,2014,1,1,0,1
500,501,2014-01-06,16430.0,16480.0,16530.0,16400.0,89.4,-0.27,0.64,6,1,2014,0,1,0,1
501,502,2014-01-03,16460.0,16460.0,16510.0,16430.0,72.75,0.17,-0.27,3,1,2014,4,1,0,1
502,503,2014-01-02,16450.0,16580.0,16580.0,16420.0,80.94,-0.82,0.17,2,1,2014,3,1,0,1
503,504,2013-12-31,16580.0,16510.0,16590.0,16510.0,78.75,0.44,-0.82,31,12,2013,1,4,0,1
504,505,2013-12-30,16510.0,16480.0,16510.0,16480.0,54.22,0.16,0.44,30,12,2013,0,4,0,1
505,506,2013-12-27,16480.0,16480.0,16530.0,16460.0,47.22,-0.01,0.16,27,12,2013,4,4,0,1
506,507,2013-12-26,16480.0,16370.0,16480.0,16370.0,50.16,0.75,-0.01,26,12,2013,3,4,0,1
507,508,2013-12-24,16360.0,16296.0,16360.0,16296.0,33.62,0.39,0.75,24,12,2013,1,4,0,1
508,509,2013-12-23,16296.0,16220.0,16320.0,16220.0,78.94,0.45,0.39,23,12,2013,0,4,0,1
509,510,2013-12-20,16220.0,16180.0,16290.0,16180.0,285.2,0.26,0.45,20,12,2013,4,4,0,1
510,511,2013-12-19,16180.0,16160.0,16190.0,16120.0,95.0,0.07,0.26,19,12,2013,3,4,0,1
511,512,2013-12-18,16170.0,15880.0,16180.0,15810.0,129.6,1.84,0.07,18,12,2013,2,4,1,1
512,513,2013-12-17,15870.0,15890.0,15920.0,15840.0,101.5,-0.06,1.84,17,12,2013,1,4,0,1
513,514,2013-12-16,15890.0,15760.0,15930.0,15760.0,101.5,0.82,-0.06,16,12,2013,0,4,0,1
514,515,2013-12-13,15750.0,15740.0,15790.0,15720.0,83.2,0.1,0.82,13,12,2013,4,4,0,1
515,516,2013-12-12,15736.0,15850.0,15850.0,15704.0,105.9,-0.66,0.1,12,12,2013,3,4,0,1
516,517,2013-12-11,15840.0,15970.0,16000.0,15820.0,107.2,-0.81,-0.66,11,12,2013,2,4,0,1
517,518,2013-12-10,15976.0,16024.0,16030.0,15970.0,79.44,-0.33,-0.81,10,12,2013,1,4,0,1
518,519,2013-12-09,16024.0,16020.0,16056.0,16020.0,91.8,0.03,-0.33,9,12,2013,0,4,0,1
519,520,2013-12-06,16024.0,15820.0,16024.0,15820.0,98.25,1.26,0.03,6,12,2013,4,4,1,1
520,521,2013-12-05,15820.0,15890.0,15896.0,15810.0,128.1,-0.43,1.26,5,12,2013,3,4,0,1
521,522,2013-12-04,15890.0,15910.0,15960.0,15790.0,111.2,-0.16,-0.43,4,12,2013,2,4,0,1
522,523,2013-12-03,15910.0,16010.0,16010.0,15860.0,103.94,-0.59,-0.16,3,12,2013,1,4,0,1
523,524,2013-12-02,16010.0,16090.0,16100.0,15980.0,92.56,-0.48,-0.59,2,12,2013,0,4,0,1
524,525,2013-11-29,16090.0,16104.0,16180.0,16070.0,69.2,-0.07,-0.48,29,11,2013,4,4,0,1
525,526,2013-11-27,16100.0,16070.0,16104.0,16056.0,65.75,0.15,-0.07,27,11,2013,2,4,0,1
526,527,2013-11-26,16070.0,16070.0,16120.0,16070.0,107.44,0.0,0.15,26,11,2013,1,4,0,1
527,528,2013-11-25,16070.0,16070.0,16110.0,16056.0,94.06,0.05,0.0,25,11,2013,0,4,0,1
528,529,2013-11-22,16060.0,16010.0,16070.0,15976.0,81.0,0.34,0.05,22,11,2013,4,4,0,1
529,530,2013-11-21,16010.0,15910.0,16020.0,15910.0,79.0,0.69,0.34,21,11,2013,3,4,0,1
530,531,2013-11-20,15900.0,15970.0,16020.0,15864.0,84.4,-0.41,0.69,20,11,2013,2,4,0,1
531,532,2013-11-19,15970.0,15976.0,16024.0,15944.0,84.56,-0.06,-0.41,19,11,2013,1,4,0,1
532,533,2013-11-18,15976.0,15960.0,16030.0,15944.0,94.9,0.09,-0.06,18,11,2013,0,4,0,1
533,534,2013-11-15,15960.0,15880.0,15960.0,15870.0,126.44,0.54,0.09,15,11,2013,4,4,0,1
534,535,2013-11-14,15880.0,15810.0,15890.0,15800.0,123.9,0.35,0.54,14,11,2013,3,4,0,1
535,536,2013-11-13,15820.0,15736.0,15820.0,15670.0,92.44,0.45,0.35,13,11,2013,2,4,0,1
536,537,2013-11-12,15750.0,15780.0,15790.0,15710.0,79.25,-0.21,0.45,12,11,2013,1,4,0,1
537,538,2013-11-11,15784.0,15760.0,15790.0,15736.0,58.88,0.14,-0.21,11,11,2013,0,4,0,1
538,539,2013-11-08,15760.0,15590.0,15770.0,15576.0,102.0,1.08,0.14,8,11,2013,4,4,1,1
539,540,2013-11-07,15590.0,15750.0,15800.0,15580.0,103.9,-0.97,1.08,7,11,2013,3,4,0,1
540,541,2013-11-06,15740.0,15630.0,15750.0,15630.0,109.2,0.82,-0.97,6,11,2013,2,4,0,1
541,542,2013-11-05,15620.0,15630.0,15650.0,15520.0,91.9,-0.13,0.82,5,11,2013,1,4,0,1
542,543,2013-11-04,15640.0,15624.0,15656.0,15590.0,71.2,0.15,-0.13,4,11,2013,0,4,0,1
543,544,2013-11-01,15620.0,15560.0,15650.0,15544.0,101.8,0.45,0.15,1,11,2013,4,4,0,1
544,545,2013-10-31,15544.0,15620.0,15650.0,15544.0,114.06,-0.47,0.45,31,10,2013,3,4,0,1
545,546,2013-10-30,15620.0,15680.0,15720.0,15576.0,79.2,-0.39,-0.47,30,10,2013,2,4,0,1
546,547,2013-10-29,15680.0,15576.0,15680.0,15576.0,86.6,0.72,-0.39,29,10,2013,1,4,0,1
547,548,2013-10-28,15570.0,15570.0,15600.0,15540.0,92.75,-0.01,0.72,28,10,2013,0,4,0,1
548,549,2013-10-25,15570.0,15520.0,15570.0,15510.0,109.9,0.39,-0.01,25,10,2013,4,4,0,1
549,550,2013-10-24,15510.0,15416.0,15530.0,15416.0,89.25,0.62,0.39,24,10,2013,3,4,0,1
550,551,2013-10-23,15416.0,15464.0,15464.0,15370.0,90.6,-0.35,0.62,23,10,2013,2,4,0,1
551,552,2013-10-22,15464.0,15390.0,15520.0,15390.0,107.0,0.49,-0.35,22,10,2013,1,4,0,1
552,553,2013-10-21,15390.0,15400.0,15410.0,15360.0,93.5,-0.05,0.49,21,10,2013,0,4,0,1
553,554,2013-10-18,15400.0,15370.0,15416.0,15320.0,156.6,0.18,-0.05,18,10,2013,4,4,0,1
554,555,2013-10-17,15370.0,15370.0,15380.0,15230.0,108.5,-0.01,0.18,17,10,2013,3,4,0,1
555,556,2013-10-16,15380.0,15170.0,15380.0,15170.0,92.9,1.36,-0.01,16,10,2013,2,4,1,1
556,557,2013-10-15,15170.0,15304.0,15304.0,15160.0,91.44,-0.87,1.36,15,10,2013,1,4,0,1
557,558,2013-10-14,15304.0,15230.0,15310.0,15140.0,81.44,0.42,-0.87,14,10,2013,0,4,0,1
558,559,2013-10-11,15240.0,15130.0,15240.0,15100.0,85.75,0.73,0.42,11,10,2013,4,4,0,1
559,560,2013-10-10,15130.0,14810.0,15130.0,14810.0,106.56,2.18,0.73,10,10,2013,3,4,1,1
560,561,2013-10-09,14800.0,14776.0,14856.0,14720.0,103.2,0.18,2.18,9,10,2013,2,4,0,1
561,562,2013-10-08,14776.0,14936.0,14936.0,14776.0,102.7,-1.07,0.18,8,10,2013,1,4,0,1
562,563,2013-10-07,14936.0,15070.0,15070.0,14920.0,79.6,-0.9,-1.07,7,10,2013,0,4,0,1
563,564,2013-10-04,15070.0,14990.0,15080.0,14980.0,75.1,0.51,-0.9,4,10,2013,4,4,0,1
564,565,2013-10-03,15000.0,15130.0,15130.0,14940.0,91.3,-0.9,0.51,3,10,2013,3,4,0,1
565,566,2013-10-02,15140.0,15180.0,15180.0,15050.0,86.06,-0.39,-0.9,2,10,2013,2,4,0,1
566,567,2013-10-01,15190.0,15140.0,15210.0,15110.0,82.44,0.41,-0.39,1,10,2013,1,4,0,1
567,568,2013-09-30,15130.0,15250.0,15250.0,15090.0,122.3,-0.84,0.41,30,9,2013,0,3,0,1
568,569,2013-09-27,15256.0,15320.0,15320.0,15210.0,95.7,-0.46,-0.84,27,9,2013,4,3,0,1
569,570,2013-09-26,15330.0,15270.0,15384.0,15270.0,79.06,0.36,-0.46,26,9,2013,3,3,0,1
570,571,2013-09-25,15270.0,15336.0,15380.0,15256.0,81.9,-0.4,0.36,25,9,2013,2,3,0,1
571,572,2013-09-24,15336.0,15400.0,15430.0,15330.0,85.44,-0.43,-0.4,24,9,2013,1,3,0,1
572,573,2013-09-23,15400.0,15460.0,15464.0,15370.0,94.94,-0.32,-0.43,23,9,2013,0,3,0,1
573,574,2013-09-20,15450.0,15630.0,15656.0,15450.0,379.8,-1.19,-0.32,20,9,2013,4,3,0,1
574,575,2013-09-19,15640.0,15680.0,15700.0,15624.0,116.25,-0.26,-1.19,19,9,2013,3,3,0,1
575,576,2013-09-18,15680.0,15540.0,15710.0,15470.0,145.4,0.95,-0.26,18,9,2013,2,3,0,1
576,577,2013-09-17,15530.0,15500.0,15550.0,15500.0,104.5,0.23,0.95,17,9,2013,1,3,0,1
577,578,2013-09-16,15496.0,15384.0,15550.0,15384.0,105.75,0.77,0.23,16,9,2013,0,3,0,1
578,579,2013-09-13,15380.0,15310.0,15384.0,15310.0,90.9,0.49,0.77,13,9,2013,4,3,0,1
579,580,2013-09-12,15304.0,15330.0,15340.0,15280.0,99.75,-0.17,0.49,12,9,2013,3,3,0,1
580,581,2013-09-11,15330.0,15190.0,15330.0,15190.0,102.06,0.89,-0.17,11,9,2013,2,3,0,1
581,582,2013-09-10,15190.0,15064.0,15190.0,15064.0,103.2,0.85,0.89,10,9,2013,1,3,0,1
582,583,2013-09-09,15064.0,14930.0,15090.0,14930.0,90.7,0.94,0.85,9,9,2013,0,3,0,1
583,584,2013-09-06,14920.0,14940.0,15010.0,14790.0,108.44,-0.1,0.94,6,9,2013,4,3,0,1
584,585,2013-09-05,14936.0,14930.0,14984.0,14920.0,101.0,0.04,-0.1,5,9,2013,3,3,0,1
585,586,2013-09-04,14930.0,14830.0,14960.0,14800.0,122.1,0.65,0.04,4,9,2013,2,3,0,1
586,587,2013-09-03,14830.0,14800.0,14936.0,14776.0,142.5,0.16,0.65,3,9,2013,1,3,0,1
587,588,2013-08-30,14810.0,14850.0,14850.0,14760.0,135.9,-0.21,0.16,30,8,2013,4,3,0,1
588,589,2013-08-29,14840.0,14820.0,14920.0,14790.0,93.2,0.11,-0.21,29,8,2013,3,3,0,1
589,590,2013-08-28,14824.0,14770.0,14860.0,14760.0,104.6,0.33,0.11,28,8,2013,2,3,0,1
590,591,2013-08-27,14776.0,14936.0,14936.0,14770.0,118.6,-1.14,0.33,27,8,2013,1,3,0,1
591,592,2013-08-26,14940.0,15016.0,15050.0,14940.0,102.8,-0.43,-1.14,26,8,2013,0,3,0,1
592,593,2013-08-23,15010.0,14990.0,15020.0,14930.0,131.9,0.31,-0.43,23,8,2013,4,3,0,1
593,594,2013-08-22,14960.0,14910.0,14990.0,14900.0,153.5,0.44,0.31,22,8,2013,3,3,0,1
594,595,2013-08-21,14900.0,14990.0,15016.0,14880.0,98.3,-0.7,0.44,21,8,2013,2,3,0,1
595,596,2013-08-20,15000.0,15010.0,15070.0,14990.0,102.3,-0.05,-0.7,20,8,2013,1,3,0,1
596,597,2013-08-19,15010.0,15080.0,15100.0,15010.0,111.7,-0.47,-0.05,19,8,2013,0,3,0,1
597,598,2013-08-16,15080.0,15110.0,15140.0,15060.0,151.6,-0.2,-0.47,16,8,2013,4,3,0,1
598,599,2013-08-15,15110.0,15336.0,15336.0,15096.0,128.4,-1.47,-0.2,15,8,2013,3,3,0,1
599,600,2013-08-14,15336.0,15450.0,15460.0,15320.0,91.0,-0.73,-1.47,14,8,2013,2,3,0,1
600,601,2013-08-13,15450.0,15420.0,15500.0,15340.0,84.8,0.2,-0.73,13,8,2013,1,3,0,1
601,602,2013-08-12,15416.0,15416.0,15440.0,15360.0,78.06,-0.04,0.2,12,8,2013,0,3,0,1
602,603,2013-08-09,15420.0,15496.0,15500.0,15340.0,81.2,-0.47,-0.04,9,8,2013,4,3,0,1
603,604,2013-08-08,15496.0,15480.0,15560.0,15416.0,91.0,0.18,-0.47,8,8,2013,3,3,0,1
604,605,2013-08-07,15470.0,15520.0,15520.0,15420.0,88.44,-0.31,0.18,7,8,2013,2,3,0,1
605,606,2013-08-06,15520.0,15610.0,15610.0,15470.0,87.75,-0.6,-0.31,6,8,2013,1,3,0,1
606,607,2013-08-05,15620.0,15650.0,15656.0,15580.0,76.9,-0.3,-0.6,5,8,2013,0,3,0,1
607,608,2013-08-02,15656.0,15624.0,15656.0,15560.0,104.8,0.19,-0.3,2,8,2013,4,3,0,1
608,609,2013-08-01,15630.0,15500.0,15650.0,15500.0,111.06,0.83,0.19,1,8,2013,3,3,0,1
609,610,2013-07-31,15496.0,15530.0,15630.0,15496.0,145.1,-0.14,0.83,31,7,2013,2,3,0,1
610,611,2013-07-30,15520.0,15540.0,15590.0,15480.0,117.56,-0.01,-0.14,30,7,2013,1,3,0,1
611,612,2013-07-29,15520.0,15560.0,15560.0,15480.0,87.25,-0.24,-0.01,29,7,2013,0,3,0,1
612,613,2013-07-26,15560.0,15544.0,15560.0,15410.0,94.9,0.02,-0.24,26,7,2013,4,3,0,1
613,614,2013-07-25,15550.0,15540.0,15560.0,15460.0,103.25,0.09,0.02,25,7,2013,3,3,0,1
614,615,2013-07-24,15544.0,15576.0,15600.0,15496.0,99.3,-0.16,0.09,24,7,2013,2,3,0,1
615,616,2013-07-23,15570.0,15544.0,15610.0,15544.0,98.7,0.14,-0.16,23,7,2013,1,3,0,1
616,617,2013-07-22,15544.0,15544.0,15576.0,15520.0,130.9,0.01,0.14,22,7,2013,0,3,0,1
617,618,2013-07-19,15544.0,15530.0,15544.0,15490.0,229.2,-0.03,0.01,19,7,2013,4,3,0,1
618,619,2013-07-18,15550.0,15464.0,15590.0,15464.0,136.2,0.5,-0.03,18,7,2013,3,3,0,1
619,620,2013-07-17,15470.0,15460.0,15500.0,15440.0,126.25,0.12,0.5,17,7,2013,2,3,0,1
620,621,2013-07-16,15450.0,15490.0,15496.0,15416.0,106.0,-0.21,0.12,16,7,2013,1,3,0,1
621,622,2013-07-15,15490.0,15460.0,15510.0,15460.0,99.44,0.13,-0.21,15,7,2013,0,3,0,1
622,623,2013-07-12,15464.0,15464.0,15496.0,15410.0,130.1,0.02,0.13,12,7,2013,4,3,0,1
623,624,2013-07-11,15464.0,15300.0,15480.0,15300.0,124.94,1.11,0.02,11,7,2013,3,3,1,1
624,625,2013-07-10,15290.0,15300.0,15350.0,15256.0,105.06,-0.06,1.11,10,7,2013,2,3,0,1
625,626,2013-07-09,15304.0,15230.0,15320.0,15230.0,109.25,0.5,-0.06,9,7,2013,1,3,0,1
626,627,2013-07-08,15224.0,15140.0,15260.0,15140.0,136.9,0.59,0.5,8,7,2013,0,3,0,1
627,628,2013-07-05,15140.0,14990.0,15140.0,14970.0,94.56,0.98,0.59,5,7,2013,4,3,0,1
628,629,2013-07-03,14990.0,14920.0,15020.0,14856.0,61.0,0.38,0.98,3,7,2013,2,3,0,1
629,630,2013-07-02,14936.0,14980.0,15050.0,14870.0,116.6,-0.28,0.38,2,7,2013,1,3,0,1
630,631,2013-07-01,14980.0,14910.0,15080.0,14910.0,120.56,0.44,-0.28,1,7,2013,0,3,0,1
631,632,2013-06-28,14910.0,15016.0,15030.0,14890.0,230.0,-0.76,0.44,28,6,2013,4,2,0,1
632,633,2013-06-27,15020.0,14920.0,15070.0,14920.0,113.6,0.77,-0.76,27,6,2013,3,2,0,1
633,634,2013-06-26,14910.0,14770.0,14936.0,14770.0,133.2,1.02,0.77,26,6,2013,2,2,1,1
634,635,2013-06-25,14760.0,14670.0,14820.0,14670.0,136.0,0.69,1.02,25,6,2013,1,2,0,1
635,636,2013-06-24,14660.0,14790.0,14790.0,14550.0,158.6,-0.94,0.69,24,6,2013,0,2,0,1
636,637,2013-06-21,14800.0,14760.0,14856.0,14690.0,420.0,0.28,-0.94,21,6,2013,4,2,0,1
637,638,2013-06-20,14760.0,15100.0,15100.0,14740.0,172.6,-2.34,0.28,20,6,2013,3,2,0,1
638,639,2013-06-19,15110.0,15310.0,15320.0,15110.0,111.4,-1.35,-2.34,19,6,2013,2,2,0,1
639,640,2013-06-18,15320.0,15180.0,15340.0,15180.0,99.2,0.91,-1.35,18,6,2013,1,2,0,1
640,641,2013-06-17,15176.0,15080.0,15260.0,15080.0,139.2,0.73,0.91,17,6,2013,0,2,0,1
641,642,2013-06-14,15070.0,15176.0,15210.0,15050.0,107.44,-0.7,0.73,14,6,2013,4,2,0,1
642,643,2013-06-13,15176.0,14990.0,15200.0,14950.0,104.5,1.21,-0.7,13,6,2013,3,2,1,1
643,644,2013-06-12,14990.0,15130.0,15240.0,14984.0,105.75,-0.84,1.21,12,6,2013,2,2,0,1
644,645,2013-06-11,15120.0,15230.0,15250.0,15090.0,101.6,-0.76,-0.84,11,6,2013,1,2,0,1
645,646,2013-06-10,15240.0,15250.0,15304.0,15210.0,94.25,-0.06,-0.76,10,6,2013,0,2,0,1
646,647,2013-06-07,15250.0,15050.0,15256.0,15050.0,137.4,1.38,-0.06,7,6,2013,4,2,1,1
647,648,2013-06-06,15040.0,14950.0,15040.0,14850.0,140.4,0.53,1.38,6,6,2013,3,2,0,1
648,649,2013-06-05,14960.0,15170.0,15170.0,14940.0,141.4,-1.43,0.53,5,6,2013,2,2,0,1
649,650,2013-06-04,15176.0,15256.0,15304.0,15100.0,134.2,-0.5,-1.43,4,6,2013,1,2,0,1
650,651,2013-06-03,15256.0,15120.0,15256.0,15120.0,148.0,0.92,-0.5,3,6,2013,0,2,0,1
651,652,2013-05-31,15110.0,15320.0,15390.0,15110.0,208.9,-1.36,0.92,31,5,2013,4,2,0,1
652,653,2013-05-30,15330.0,15304.0,15400.0,15280.0,121.1,0.14,-1.36,30,5,2013,3,2,0,1
653,654,2013-05-29,15304.0,15400.0,15400.0,15230.0,114.0,-0.69,0.14,29,5,2013,2,2,0,1
654,655,2013-05-28,15410.0,15304.0,15520.0,15304.0,130.6,0.69,-0.69,28,5,2013,1,2,0,1
655,656,2013-05-24,15304.0,15290.0,15304.0,15200.0,105.7,0.06,0.69,24,5,2013,4,2,0,1
656,657,2013-05-23,15300.0,15304.0,15350.0,15180.0,148.8,-0.08,0.06,23,5,2013,3,2,0,1
657,658,2013-05-22,15304.0,15384.0,15544.0,15260.0,171.9,-0.52,-0.08,22,5,2013,2,2,0,1
658,659,2013-05-21,15384.0,15336.0,15430.0,15330.0,123.0,0.34,-0.52,21,5,2013,1,2,0,1
659,660,2013-05-20,15336.0,15350.0,15390.0,15310.0,116.44,-0.12,0.34,20,5,2013,0,2,0,1
660,661,2013-05-17,15350.0,15230.0,15360.0,15230.0,175.8,0.8,-0.12,17,5,2013,4,2,0,1
661,662,2013-05-16,15230.0,15270.0,15304.0,15220.0,145.1,-0.28,0.8,16,5,2013,3,2,0,1
662,663,2013-05-15,15270.0,15210.0,15304.0,15176.0,124.0,0.4,-0.28,15,5,2013,2,2,0,1
663,664,2013-05-14,15220.0,15096.0,15220.0,15090.0,124.56,0.82,0.4,14,5,2013,1,2,0,1
664,665,2013-05-13,15090.0,15110.0,15110.0,15060.0,94.25,-0.18,0.82,13,5,2013,0,2,0,1
665,666,2013-05-10,15120.0,15080.0,15120.0,15040.0,99.0,0.24,-0.18,10,5,2013,4,2,0,1
666,667,2013-05-09,15080.0,15100.0,15144.0,15050.0,97.8,-0.15,0.24,9,5,2013,3,2,0,1
667,668,2013-05-08,15100.0,15060.0,15100.0,15020.0,113.5,0.32,-0.15,8,5,2013,2,2,0,1
668,669,2013-05-07,15060.0,14970.0,15060.0,14970.0,117.25,0.58,0.32,7,5,2013,1,2,0,1
669,670,2013-05-06,14970.0,14980.0,14990.0,14940.0,116.2,-0.03,0.58,6,5,2013,0,2,0,1
670,671,2013-05-03,14980.0,14830.0,15010.0,14830.0,119.9,0.96,-0.03,3,5,2013,4,2,0,1
671,672,2013-05-02,14830.0,14700.0,14830.0,14700.0,91.2,0.89,0.96,2,5,2013,3,2,0,1
672,673,2013-05-01,14700.0,14840.0,14840.0,14690.0,112.6,-0.94,0.89,1,5,2013,2,2,0,1
673,674,2013-04-30,14840.0,14820.0,14840.0,14740.0,148.2,0.14,-0.94,30,4,2013,1,2,0,1
674,675,2013-04-29,14820.0,14710.0,14850.0,14710.0,97.06,0.72,0.14,29,4,2013,0,2,0,1
675,676,2013-04-26,14710.0,14700.0,14744.0,14690.0,128.9,0.08,0.72,26,4,2013,4,2,0,1
676,677,2013-04-25,14700.0,14680.0,14770.0,14664.0,129.6,0.17,0.08,25,4,2013,3,2,0,1
677,678,2013-04-24,14680.0,14720.0,14744.0,14664.0,138.0,-0.29,0.17,24,4,2013,2,2,0,1
678,679,2013-04-23,14720.0,14570.0,14720.0,14550.0,137.4,1.05,-0.29,23,4,2013,1,2,1,1
679,680,2013-04-22,14570.0,14540.0,14590.0,14456.0,146.9,0.14,1.05,22,4,2013,0,2,0,1
680,681,2013-04-19,14540.0,14536.0,14550.0,14450.0,207.2,0.07,0.14,19,4,2013,4,2,0,1
681,682,2013-04-18,14536.0,14616.0,14650.0,14500.0,158.0,-0.56,0.07,18,4,2013,3,2,0,1
682,683,2013-04-17,14616.0,14760.0,14760.0,14560.0,168.0,-0.94,-0.56,17,4,2013,2,2,0,1
683,684,2013-04-16,14760.0,14600.0,14760.0,14600.0,126.3,1.08,-0.94,16,4,2013,1,2,1,1
684,685,2013-04-15,14600.0,14860.0,14860.0,14600.0,161.6,-1.79,1.08,15,4,2013,0,2,0,1
685,686,2013-04-12,14860.0,14860.0,14860.0,14790.0,119.56,0.0,-1.79,12,4,2013,4,2,0,1
686,687,2013-04-11,14860.0,14800.0,14890.0,14780.0,144.6,0.42,0.0,11,4,2013,3,2,0,1
687,688,2013-04-10,14800.0,14670.0,14824.0,14670.0,120.5,0.88,0.42,10,4,2013,2,2,0,1
688,689,2013-04-09,14670.0,14616.0,14720.0,14600.0,128.6,0.41,0.88,9,4,2013,1,2,0,1
689,690,2013-04-08,14616.0,14570.0,14616.0,14500.0,106.7,0.33,0.41,8,4,2013,0,2,0,1
690,691,2013-04-05,14570.0,14610.0,14610.0,14430.0,131.2,-0.28,0.33,5,4,2013,4,2,0,1
691,692,2013-04-04,14610.0,14550.0,14620.0,14536.0,104.8,0.38,-0.28,4,4,2013,3,2,0,1
692,693,2013-04-03,14550.0,14664.0,14680.0,14530.0,127.1,-0.76,0.38,3,4,2013,2,2,0,1
693,694,2013-04-02,14664.0,14580.0,14690.0,14580.0,98.44,0.61,-0.76,2,4,2013,1,2,0,1
694,695,2013-04-01,14580.0,14580.0,14610.0,14530.0,91.4,-0.04,0.61,1,4,2013,0,2,0,1
695,696,2013-03-28,14580.0,14530.0,14584.0,14520.0,153.8,0.36,-0.04,28,3,2013,3,1,0,1
696,697,2013-03-27,14530.0,14560.0,14560.0,14440.0,92.7,-0.23,0.36,27,3,2013,2,1,0,1
697,698,2013-03-26,14560.0,14450.0,14560.0,14450.0,96.0,0.77,-0.23,26,3,2013,1,1,0,1
698,699,2013-03-25,14450.0,14510.0,14560.0,14390.0,124.8,-0.44,0.77,25,3,2013,0,1,0,1
699,700,2013-03-22,14510.0,14424.0,14520.0,14424.0,101.44,0.63,-0.44,22,3,2013,4,1,0,1
700,701,2013-03-21,14424.0,14510.0,14510.0,14380.0,110.44,-0.62,0.63,21,3,2013,3,1,0,1
701,702,2013-03-20,14510.0,14456.0,14540.0,14456.0,121.25,0.39,-0.62,20,3,2013,2,1,0,1
702,703,2013-03-19,14456.0,14456.0,14510.0,14380.0,122.2,0.03,0.39,19,3,2013,1,1,0,1
703,704,2013-03-18,14456.0,14510.0,14520.0,14410.0,119.6,-0.43,0.03,18,3,2013,0,1,0,1
704,705,2013-03-15,14510.0,14536.0,14536.0,14470.0,407.8,-0.17,-0.43,15,3,2013,4,1,0,1
