Unnamed: 0,Unnamed: 0.1,Date,Price,Open,High,Low,Vol,Change,prev_change,day,month,year,weekday,quarter,change_class,kfold
233,234,2015-01-28,17180.0,17400.0,17490.0,17180.0,116.0,-1.13,1.31,28,1,2015,2,1,0,0
234,235,2015-01-27,17390.0,17630.0,17630.0,17300.0,136.0,-1.65,-1.13,27,1,2015,1,1,0,0
235,236,2015-01-26,17680.0,17660.0,17700.0,17570.0,87.25,0.03,-1.65,26,1,2015,0,1,0,0
236,237,2015-01-23,17680.0,17810.0,17810.0,17660.0,97.1,-0.79,0.03,23,1,2015,4,1,0,0
237,238,2015-01-22,17810.0,17550.0,17840.0,17490.0,112.0,1.48,-0.79,22,1,2015,3,1,1,0
238,239,2015-01-21,17550.0,17500.0,17600.0,17390.0,95.5,0.22,1.48,21,1,2015,2,1,0,0
239,240,2015-01-20,17520.0,17520.0,17580.0,17340.0,119.6,0.02,0.22,20,1,2015,1,1,0,0
240,241,2015-01-16,17500.0,17310.0,17540.0,17250.0,140.5,1.1,0.02,16,1,2015,4,1,1,0
241,242,2015-01-15,17330.0,17440.0,17520.0,17300.0,94.5,-0.61,1.1,15,1,2015,3,1,0,0
242,243,2015-01-14,17420.0,17620.0,17620.0,17260.0,109.2,-1.06,-0.61,14,1,2015,2,1,0,0
243,244,2015-01-13,17620.0,17650.0,17920.0,17500.0,99.4,-0.15,-1.06,13,1,2015,1,1,0,0
244,245,2015-01-12,17650.0,17740.0,17800.0,17570.0,92.5,-0.54,-0.15,12,1,2015,0,1,0,0
245,246,2015-01-09,17740.0,17900.0,17920.0,17680.0,93.4,-0.95,-0.54,9,1,2015,4,1,0,0
246,247,2015-01-08,17900.0,17580.0,17920.0,17580.0,114.9,1.84,-0.95,8,1,2015,3,1,1,0
247,248,2015-01-07,17580.0,17380.0,17600.0,17380.0,91.0,1.23,1.84,7,1,2015,2,1,1,0
248,249,2015-01-06,17380.0,17500.0,17580.0,17260.0,101.9,-0.74,1.23,6,1,2015,1,1,0,0
249,250,2015-01-05,17500.0,17820.0,17820.0,17470.0,116.2,-1.86,-0.74,5,1,2015,0,1,0,0
250,251,2015-01-02,17840.0,17820.0,17950.0,17730.0,76.25,0.06,-1.86,2,1,2015,4,1,0,0
251,252,2014-12-31,17820.0,17980.0,18050.0,17820.0,82.8,-0.89,0.06,31,12,2014,2,4,0,0
252,253,2014-12-30,17980.0,18030.0,18030.0,17950.0,47.5,-0.31,-0.89,30,12,2014,1,4,0,0
253,254,2014-12-29,18030.0,18050.0,18080.0,18020.0,53.88,-0.09,-0.31,29,12,2014,0,4,0,0
254,255,2014-12-26,18050.0,18030.0,18100.0,18030.0,52.56,0.13,-0.09,26,12,2014,4,4,0,0
255,256,2014-12-24,18030.0,18030.0,18080.0,18030.0,42.88,0.03,0.13,24,12,2014,2,4,0,0
256,257,2014-12-23,18030.0,17970.0,18060.0,17970.0,82.9,0.36,0.03,23,12,2014,1,4,0,0
257,258,2014-12-22,17950.0,17810.0,17970.0,17810.0,98.5,0.87,0.36,22,12,2014,0,4,0,0
258,259,2014-12-19,17810.0,17780.0,17870.0,17740.0,343.8,0.15,0.87,19,12,2014,4,4,0,0
259,260,2014-12-18,17780.0,17360.0,17780.0,17360.0,124.0,2.43,0.15,18,12,2014,3,4,1,0
260,261,2014-12-17,17360.0,17070.0,17390.0,17070.0,118.25,1.69,2.43,17,12,2014,2,4,1,0
261,262,2014-12-16,17070.0,17170.0,17420.0,17070.0,116.6,-0.65,1.69,16,12,2014,1,4,0,0
262,263,2014-12-15,17180.0,17280.0,17400.0,17120.0,114.06,-0.58,-0.65,15,12,2014,0,4,0,0
263,264,2014-12-12,17280.0,17580.0,17580.0,17280.0,121.94,-1.79,-0.58,12,12,2014,4,4,0,0
264,265,2014-12-11,17600.0,17540.0,17760.0,17540.0,90.1,0.36,-1.79,11,12,2014,3,4,0,0
265,266,2014-12-10,17540.0,17800.0,17800.0,17500.0,115.1,-1.51,0.36,10,12,2014,2,4,0,0
266,267,2014-12-09,17810.0,17840.0,17840.0,17630.0,100.4,-0.29,-1.51,9,12,2014,1,4,0,0
267,268,2014-12-08,17860.0,17950.0,17970.0,17810.0,88.7,-0.59,-0.29,8,12,2014,0,4,0,0
268,269,2014-12-05,17950.0,17900.0,17980.0,17900.0,79.1,0.33,-0.59,5,12,2014,4,4,0,0
269,270,2014-12-04,17900.0,17900.0,17940.0,17810.0,76.25,-0.07,0.33,4,12,2014,3,4,0,0
270,271,2014-12-03,17920.0,17890.0,17920.0,17860.0,99.4,0.18,-0.07,3,12,2014,2,4,0,0
271,272,2014-12-02,17870.0,17780.0,17900.0,17780.0,82.0,0.58,0.18,2,12,2014,1,4,0,0
272,273,2014-12-01,17780.0,17820.0,17820.0,17730.0,86.4,-0.29,0.58,1,12,2014,0,4,0,0
273,274,2014-11-28,17820.0,17820.0,17890.0,17810.0,80.5,0.0,-0.29,28,11,2014,4,4,0,0
274,275,2014-11-26,17820.0,17810.0,17840.0,17800.0,67.44,0.07,0.0,26,11,2014,2,4,0,0
275,276,2014-11-25,17810.0,17820.0,17860.0,17800.0,88.2,-0.02,0.07,25,11,2014,1,4,0,0
276,277,2014-11-24,17820.0,17810.0,17860.0,17800.0,85.5,0.04,-0.02,24,11,2014,0,4,0,0
277,278,2014-11-21,17810.0,17730.0,17890.0,17730.0,141.0,0.51,0.04,21,11,2014,4,4,0,0
278,279,2014-11-20,17710.0,17680.0,17730.0,17600.0,77.75,0.19,0.51,20,11,2014,3,4,0,0
279,280,2014-11-19,17680.0,17680.0,17710.0,17630.0,73.75,-0.01,0.19,19,11,2014,2,4,0,0
280,281,2014-11-18,17680.0,17650.0,17730.0,17650.0,87.44,0.23,-0.01,18,11,2014,1,4,0,0
281,282,2014-11-17,17650.0,17630.0,17680.0,17600.0,70.3,0.07,0.23,17,11,2014,0,4,0,0
282,283,2014-11-14,17630.0,17650.0,17660.0,17620.0,72.9,-0.1,0.07,14,11,2014,4,4,0,0
283,284,2014-11-13,17650.0,17620.0,17710.0,17580.0,80.56,0.23,-0.1,13,11,2014,3,4,0,0
284,285,2014-11-12,17620.0,17600.0,17630.0,17540.0,76.0,-0.02,0.23,12,11,2014,2,4,0,0
285,286,2014-11-11,17620.0,17620.0,17630.0,17580.0,52.88,0.01,-0.02,11,11,2014,1,4,0,0
286,287,2014-11-10,17620.0,17570.0,17620.0,17550.0,71.44,0.23,0.01,10,11,2014,0,4,0,0
287,288,2014-11-07,17570.0,17550.0,17570.0,17490.0,82.9,0.11,0.23,7,11,2014,4,4,0,0
288,289,2014-11-06,17550.0,17490.0,17570.0,17440.0,70.7,0.4,0.11,6,11,2014,3,4,0,0
289,290,2014-11-05,17490.0,17390.0,17490.0,17390.0,76.06,0.58,0.4,5,11,2014,2,4,0,0
290,291,2014-11-04,17380.0,17380.0,17390.0,17280.0,81.4,0.1,0.58,4,11,2014,1,4,0,0
291,292,2014-11-03,17360.0,17390.0,17400.0,17340.0,80.0,-0.14,0.1,3,11,2014,0,4,0,0
292,293,2014-10-31,17390.0,17220.0,17390.0,17220.0,121.6,1.13,-0.14,31,10,2014,4,4,1,0
293,294,2014-10-30,17200.0,16980.0,17220.0,16930.0,80.2,1.3,1.13,30,10,2014,3,4,1,0
294,295,2014-10-29,16980.0,17010.0,17070.0,16900.0,76.44,-0.18,1.3,29,10,2014,2,4,0,0
295,296,2014-10-28,17010.0,16830.0,17010.0,16830.0,83.9,1.12,-0.18,28,10,2014,1,4,1,0
296,297,2014-10-27,16820.0,16800.0,16830.0,16740.0,72.56,0.07,1.12,27,10,2014,0,4,0,0
297,298,2014-10-24,16800.0,16670.0,16820.0,16660.0,90.4,0.76,0.07,24,10,2014,4,4,0,0
298,299,2014-10-23,16670.0,16460.0,16770.0,16460.0,99.44,1.32,0.76,23,10,2014,3,4,1,0
299,300,2014-10-22,16460.0,16600.0,16660.0,16460.0,92.06,-0.92,1.32,22,10,2014,2,4,0,0
300,301,2014-10-21,16600.0,16400.0,16620.0,16400.0,105.1,1.31,-0.92,21,10,2014,1,4,1,0
301,302,2014-10-20,16400.0,16376.0,16400.0,16264.0,94.3,0.12,1.31,20,10,2014,0,4,0,0
302,303,2014-10-17,16380.0,16120.0,16430.0,16120.0,137.9,1.63,0.12,17,10,2014,4,4,1,0
303,304,2014-10-16,16120.0,16136.0,16210.0,15940.0,131.6,-0.15,1.63,16,10,2014,3,4,0,0
304,305,2014-10-15,16140.0,16310.0,16310.0,15860.0,160.4,-1.06,-0.15,15,10,2014,2,4,0,0
305,306,2014-10-14,16310.0,16320.0,16460.0,16270.0,110.44,-0.04,-1.06,14,10,2014,1,4,0,0
306,307,2014-10-13,16320.0,16530.0,16600.0,16310.0,107.8,-1.35,-0.04,13,10,2014,0,4,0,0
307,308,2014-10-10,16540.0,16660.0,16750.0,16540.0,136.4,-0.69,-1.35,10,10,2014,4,4,0,0
308,309,2014-10-09,16660.0,17000.0,17000.0,16660.0,93.2,-1.97,-0.69,9,10,2014,3,4,0,0
309,310,2014-10-08,17000.0,16720.0,17010.0,16660.0,106.94,1.64,-1.97,8,10,2014,2,4,1,0
310,311,2014-10-07,16720.0,17000.0,17000.0,16720.0,79.44,-1.6,1.64,7,10,2014,1,4,0,0
311,312,2014-10-06,17000.0,17010.0,17100.0,16930.0,65.56,-0.1,-1.6,6,10,2014,0,4,0,0
312,313,2014-10-03,17010.0,16800.0,17020.0,16800.0,87.94,1.24,-0.1,3,10,2014,4,4,1,0
313,314,2014-10-02,16800.0,16820.0,16860.0,16670.0,75.5,-0.02,1.24,2,10,2014,3,4,0,0
314,315,2014-10-01,16800.0,17040.0,17040.0,16780.0,104.25,-1.4,-0.02,1,10,2014,2,4,0,0
315,316,2014-09-30,17040.0,17070.0,17150.0,17020.0,102.3,-0.17,-1.4,30,9,2014,1,3,0,0
316,317,2014-09-29,17070.0,17100.0,17100.0,16930.0,70.25,-0.25,-0.17,29,9,2014,0,3,0,0
317,318,2014-09-26,17120.0,16940.0,17150.0,16940.0,74.7,0.99,-0.25,26,9,2014,4,3,0,0
318,319,2014-09-25,16940.0,17200.0,17200.0,16940.0,93.5,-1.54,0.99,25,9,2014,3,3,0,0
319,320,2014-09-24,17220.0,17060.0,17230.0,17040.0,80.5,0.9,-1.54,24,9,2014,2,3,0,0
320,321,2014-09-23,17060.0,17170.0,17170.0,17060.0,77.06,-0.68,0.9,23,9,2014,1,3,0,0
321,322,2014-09-22,17170.0,17260.0,17280.0,17150.0,74.3,-0.62,-0.68,22,9,2014,0,3,0,0
322,323,2014-09-19,17280.0,17260.0,17340.0,17260.0,349.5,0.08,-0.62,19,9,2014,4,3,0,0
323,324,2014-09-18,17260.0,17170.0,17280.0,17170.0,85.3,0.64,0.08,18,9,2014,3,3,0,0
324,325,2014-09-17,17150.0,17140.0,17220.0,17090.0,87.8,0.15,0.64,17,9,2014,2,3,0,0
325,326,2014-09-16,17140.0,17020.0,17170.0,17000.0,73.2,0.59,0.15,16,9,2014,1,3,0,0
326,327,2014-09-15,17020.0,17000.0,17060.0,16940.0,71.75,0.26,0.59,15,9,2014,0,3,0,0
327,328,2014-09-12,17000.0,17040.0,17040.0,16940.0,82.8,-0.36,0.26,12,9,2014,4,3,0,0
328,329,2014-09-11,17060.0,17060.0,17060.0,16980.0,63.66,-0.12,-0.36,11,9,2014,3,3,0,0
329,330,2014-09-10,17070.0,17020.0,17090.0,16980.0,76.75,0.32,-0.12,10,9,2014,2,3,0,0
330,331,2014-09-09,17010.0,17100.0,17100.0,17000.0,69.0,-0.57,0.32,9,9,2014,1,3,0,0
331,332,2014-09-08,17100.0,17140.0,17140.0,17070.0,65.6,-0.15,-0.57,8,9,2014,0,3,0,0
332,333,2014-09-05,17140.0,17070.0,17140.0,17010.0,76.6,0.4,-0.15,5,9,2014,4,3,0,0
333,334,2014-09-04,17070.0,17090.0,17170.0,17020.0,68.1,-0.05,0.4,4,9,2014,3,3,0,0
334,335,2014-09-03,17070.0,17070.0,17150.0,17060.0,62.78,0.06,-0.05,3,9,2014,2,3,0,0
335,336,2014-09-02,17070.0,17100.0,17120.0,17010.0,64.8,-0.18,0.06,2,9,2014,1,3,0,0
336,337,2014-08-29,17100.0,17090.0,17100.0,17040.0,81.5,0.11,-0.18,29,8,2014,4,3,0,0
337,338,2014-08-28,17070.0,17120.0,17120.0,17020.0,51.88,-0.25,0.11,28,8,2014,3,3,0,0
338,339,2014-08-27,17120.0,17100.0,17140.0,17090.0,61.7,0.09,-0.25,27,8,2014,2,3,0,0
339,340,2014-08-26,17100.0,17070.0,17150.0,17070.0,50.72,0.17,0.09,26,8,2014,1,3,0,0
340,341,2014-08-25,17070.0,17010.0,17120.0,17010.0,57.4,0.44,0.17,25,8,2014,0,3,0,0
341,342,2014-08-22,17010.0,17040.0,17070.0,17000.0,64.3,-0.22,0.44,22,8,2014,4,3,0,0
342,343,2014-08-21,17040.0,16980.0,17070.0,16980.0,65.2,0.36,-0.22,21,8,2014,3,3,0,0
343,344,2014-08-20,16980.0,16910.0,17000.0,16900.0,61.97,0.35,0.36,20,8,2014,2,3,0,0
344,345,2014-08-19,16910.0,16830.0,16930.0,16830.0,67.25,0.48,0.35,19,8,2014,1,3,0,0
345,346,2014-08-18,16830.0,16670.0,16850.0,16670.0,75.7,1.06,0.48,18,8,2014,0,3,1,0
346,347,2014-08-15,16660.0,16720.0,16770.0,16580.0,109.2,-0.3,1.06,15,8,2014,4,3,0,0
347,348,2014-08-14,16720.0,16660.0,16720.0,16660.0,62.38,0.37,-0.3,14,8,2014,3,3,0,0
348,349,2014-08-13,16660.0,16560.0,16670.0,16560.0,66.0,0.55,0.37,13,8,2014,2,3,0,0
349,350,2014-08-12,16560.0,16560.0,16590.0,16510.0,62.78,-0.06,0.55,12,8,2014,1,3,0,0
350,351,2014-08-11,16580.0,16560.0,16620.0,16560.0,65.56,0.1,-0.06,11,8,2014,0,3,0,0
351,352,2014-08-08,16560.0,16370.0,16560.0,16370.0,82.44,1.13,0.1,8,8,2014,4,3,1,0
352,353,2014-08-07,16370.0,16450.0,16510.0,16340.0,80.44,-0.46,1.13,7,8,2014,3,3,0,0
353,354,2014-08-06,16450.0,16430.0,16500.0,16376.0,78.6,0.08,-0.46,6,8,2014,2,3,0,0
354,355,2014-08-05,16430.0,16560.0,16560.0,16370.0,76.6,-0.84,0.08,5,8,2014,1,3,0,0
355,356,2014-08-04,16580.0,16500.0,16590.0,16450.0,76.25,0.46,-0.84,4,8,2014,0,3,0,0
356,357,2014-08-01,16500.0,16560.0,16590.0,16430.0,84.9,-0.42,0.46,1,8,2014,4,3,0,0
357,358,2014-07-31,16560.0,16860.0,16860.0,16560.0,101.7,-1.88,-0.42,31,7,2014,3,3,0,0
358,359,2014-07-30,16880.0,16930.0,16980.0,16820.0,77.75,-0.19,-1.88,30,7,2014,2,3,0,0
359,360,2014-07-29,16910.0,17000.0,17060.0,16910.0,76.0,-0.42,-0.19,29,7,2014,1,3,0,0
360,361,2014-07-28,16980.0,16960.0,17010.0,16880.0,66.2,0.13,-0.42,28,7,2014,0,3,0,0
361,362,2014-07-25,16960.0,17070.0,17090.0,16910.0,67.3,-0.72,0.13,25,7,2014,4,3,0,0
362,363,2014-07-24,17090.0,17090.0,17120.0,17060.0,66.4,-0.02,-0.72,24,7,2014,3,3,0,0
363,364,2014-07-23,17090.0,17120.0,17120.0,17060.0,73.44,-0.16,-0.02,23,7,2014,2,3,0,0
364,365,2014-07-22,17120.0,17060.0,17140.0,17040.0,77.94,0.36,-0.16,22,7,2014,1,3,0,0
365,366,2014-07-21,17060.0,17090.0,17090.0,16980.0,67.56,-0.28,0.36,21,7,2014,0,3,0,0
366,367,2014-07-18,17100.0,16980.0,17120.0,16980.0,112.5,0.73,-0.28,18,7,2014,4,3,0,0
367,368,2014-07-17,16980.0,17140.0,17150.0,16960.0,99.25,-0.94,0.73,17,7,2014,3,3,0,0
368,369,2014-07-16,17140.0,17060.0,17140.0,17060.0,111.5,0.45,-0.94,16,7,2014,2,3,0,0
369,370,2014-07-15,17060.0,17060.0,17120.0,17010.0,101.75,0.03,0.45,15,7,2014,1,3,0,0
370,371,2014-07-14,17060.0,16940.0,17090.0,16940.0,60.56,0.66,0.03,14,7,2014,0,3,0,0
371,372,2014-07-11,16940.0,16910.0,16940.0,16860.0,60.6,0.17,0.66,11,7,2014,4,3,0,0
372,373,2014-07-10,16910.0,16980.0,16980.0,16800.0,67.5,-0.42,0.17,10,7,2014,3,3,0,0
373,374,2014-07-09,17000.0,16910.0,17000.0,16910.0,67.1,0.47,-0.42,9,7,2014,2,3,0,0
374,375,2014-07-08,16910.0,17020.0,17020.0,16880.0,75.25,-0.69,0.47,8,7,2014,1,3,0,0
375,376,2014-07-07,17020.0,17060.0,17060.0,17000.0,61.47,-0.26,-0.69,7,7,2014,0,3,0,0
376,377,2014-07-03,17070.0,16980.0,17070.0,16980.0,66.8,0.54,-0.26,3,7,2014,3,3,0,0
377,378,2014-07-02,16980.0,16940.0,17000.0,16940.0,57.84,0.12,0.54,2,7,2014,2,3,0,0
378,379,2014-07-01,16960.0,16830.0,17000.0,16830.0,74.06,0.77,0.12,1,7,2014,1,3,0,0
379,380,2014-06-30,16830.0,16850.0,16860.0,16800.0,90.4,-0.15,0.77,30,6,2014,0,2,0,0
380,381,2014-06-27,16850.0,16850.0,16860.0,16770.0,137.8,0.03,-0.15,27,6,2014,4,2,0,0
381,382,2014-06-26,16850.0,16860.0,16880.0,16750.0,63.66,-0.13,0.03,26,6,2014,3,2,0,0
382,383,2014-06-25,16860.0,16820.0,16880.0,16800.0,73.94,0.29,-0.13,25,6,2014,2,2,0,0
383,384,2014-06-24,16820.0,16930.0,16980.0,16800.0,80.25,-0.7,0.29,24,6,2014,1,2,0,0
384,385,2014-06-23,16940.0,16940.0,16960.0,16900.0,63.62,-0.06,-0.7,23,6,2014,0,2,0,0
385,386,2014-06-20,16940.0,16930.0,16980.0,16930.0,247.4,0.15,-0.06,20,6,2014,4,2,0,0
386,387,2014-06-19,16930.0,16910.0,16930.0,16860.0,80.25,0.09,0.15,19,6,2014,3,2,0,0
387,388,2014-06-18,16910.0,16800.0,16910.0,16750.0,73.75,0.58,0.09,18,6,2014,2,2,0,0
388,389,2014-06-17,16820.0,16780.0,16820.0,16740.0,63.53,0.16,0.58,17,6,2014,1,2,0,0
389,390,2014-06-16,16780.0,16770.0,16800.0,16720.0,77.9,0.03,0.16,16,6,2014,0,2,0,0
390,391,2014-06-13,16770.0,16740.0,16780.0,16720.0,95.25,0.25,0.03,13,6,2014,4,2,0,0
391,392,2014-06-12,16740.0,16850.0,16850.0,16700.0,72.56,-0.65,0.25,12,6,2014,3,2,0,0
392,393,2014-06-11,16850.0,16940.0,16940.0,16820.0,61.88,-0.6,-0.65,11,6,2014,2,2,0,0
393,394,2014-06-10,16940.0,16940.0,16940.0,16900.0,64.56,0.02,-0.6,10,6,2014,1,2,0,0
394,395,2014-06-09,16940.0,16930.0,16980.0,16910.0,67.1,0.11,0.02,9,6,2014,0,2,0,0
395,396,2014-06-06,16930.0,16830.0,16930.0,16830.0,80.5,0.52,0.11,6,6,2014,4,2,0,0
396,397,2014-06-05,16830.0,16740.0,16850.0,16700.0,70.44,0.59,0.52,5,6,2014,3,2,0,0
397,398,2014-06-04,16740.0,16720.0,16740.0,16670.0,65.56,0.09,0.59,4,6,2014,2,2,0,0
398,399,2014-06-03,16720.0,16740.0,16740.0,16690.0,67.8,-0.13,0.09,3,6,2014,1,2,0,0
399,400,2014-06-02,16740.0,16720.0,16750.0,16690.0,57.56,0.16,-0.13,2,6,2014,0,2,0,0
400,401,2014-05-30,16720.0,16700.0,16720.0,16660.0,105.2,0.11,0.16,30,5,2014,4,2,0,0
401,402,2014-05-29,16700.0,16640.0,16700.0,16620.0,55.5,0.39,0.11,29,5,2014,3,2,0,0
402,403,2014-05-28,16640.0,16670.0,16670.0,16620.0,62.47,-0.25,0.39,28,5,2014,2,2,0,0
403,404,2014-05-27,16670.0,16600.0,16690.0,16600.0,80.9,0.42,-0.25,27,5,2014,1,2,0,0
404,405,2014-05-23,16600.0,16540.0,16600.0,16540.0,61.34,0.38,0.42,23,5,2014,4,2,0,0
405,406,2014-05-22,16540.0,16530.0,16560.0,16500.0,59.25,0.06,0.38,22,5,2014,3,2,0,0
406,407,2014-05-21,16530.0,16376.0,16540.0,16376.0,76.75,0.97,0.06,21,5,2014,2,2,0,0
407,408,2014-05-20,16376.0,16510.0,16510.0,16344.0,75.1,-0.83,0.97,20,5,2014,1,2,0,0
408,409,2014-05-19,16510.0,16500.0,16530.0,16450.0,82.2,0.12,-0.83,19,5,2014,0,2,0,0
409,410,2014-05-16,16500.0,16450.0,16500.0,16420.0,119.3,0.27,0.12,16,5,2014,4,2,0,0
410,411,2014-05-15,16450.0,16600.0,16620.0,16400.0,106.6,-1.01,0.27,15,5,2014,3,2,0,0
411,412,2014-05-14,16600.0,16720.0,16720.0,16590.0,72.0,-0.61,-1.01,14,5,2014,2,2,0,0
412,413,2014-05-13,16720.0,16690.0,16740.0,16690.0,71.3,0.12,-0.61,13,5,2014,1,2,0,0
413,414,2014-05-12,16690.0,16590.0,16700.0,16590.0,71.56,0.68,0.12,12,5,2014,0,2,0,0
414,415,2014-05-09,16580.0,16540.0,16590.0,16500.0,75.0,0.2,0.68,9,5,2014,4,2,0,0
415,416,2014-05-08,16540.0,16510.0,16620.0,16500.0,75.6,0.2,0.2,8,5,2014,3,2,0,0
416,417,2014-05-07,16510.0,16400.0,16530.0,16360.0,93.9,0.72,0.2,7,5,2014,2,2,0,0
417,418,2014-05-06,16400.0,16530.0,16530.0,16400.0,74.3,-0.78,0.72,6,5,2014,1,2,0,0
418,419,2014-05-05,16530.0,16510.0,16540.0,16376.0,70.3,0.11,-0.78,5,5,2014,0,2,0,0
419,420,2014-05-02,16510.0,16560.0,16620.0,16500.0,78.94,-0.28,0.11,2,5,2014,4,2,0,0
420,421,2014-05-01,16560.0,16580.0,16600.0,16530.0,75.6,-0.13,-0.28,1,5,2014,3,2,0,0
421,422,2014-04-30,16580.0,16530.0,16590.0,16510.0,93.0,0.27,-0.13,30,4,2014,2,2,0,0
422,423,2014-04-29,16530.0,16450.0,16560.0,16450.0,71.25,0.53,0.27,29,4,2014,1,2,0,0
423,424,2014-04-28,16450.0,16360.0,16500.0,16310.0,105.5,0.53,0.53,28,4,2014,0,2,0,0
424,425,2014-04-25,16360.0,16500.0,16500.0,16340.0,90.6,-0.85,0.53,25,4,2014,4,2,0,0
425,426,2014-04-24,16500.0,16500.0,16540.0,16450.0,80.3,0.0,-0.85,24,4,2014,3,2,0,0
426,427,2014-04-23,16500.0,16510.0,16530.0,16480.0,76.8,-0.08,0.0,23,4,2014,2,2,0,0
427,428,2014-04-22,16510.0,16450.0,16560.0,16450.0,84.8,0.4,-0.08,22,4,2014,1,2,0,0
428,429,2014-04-21,16450.0,16420.0,16460.0,16400.0,79.5,0.25,0.4,21,4,2014,0,2,0,0
429,430,2014-04-17,16420.0,16430.0,16460.0,16370.0,136.2,-0.1,0.25,17,4,2014,3,2,0,0
430,431,2014-04-16,16430.0,16264.0,16430.0,16264.0,94.6,1.0,-0.1,16,4,2014,2,2,1,0
431,432,2014-04-15,16264.0,16180.0,16270.0,16060.0,97.9,0.55,1.0,15,4,2014,1,2,0,0
432,433,2014-04-14,16180.0,16030.0,16184.0,16030.0,90.0,0.91,0.55,14,4,2014,0,2,0,0
433,434,2014-04-11,16024.0,16170.0,16170.0,16020.0,119.56,-0.89,0.91,11,4,2014,4,2,0,0
434,435,2014-04-10,16170.0,16430.0,16460.0,16150.0,112.56,-1.62,-0.89,10,4,2014,3,2,0,0
435,436,2014-04-09,16430.0,16260.0,16430.0,16260.0,91.56,1.11,-1.62,9,4,2014,2,2,1,0
436,437,2014-04-08,16260.0,16250.0,16296.0,16184.0,98.5,0.06,1.11,8,4,2014,1,2,0,0
437,438,2014-04-07,16250.0,16420.0,16420.0,16250.0,116.56,-1.02,0.06,7,4,2014,0,2,0,0
438,439,2014-04-04,16420.0,16580.0,16620.0,16400.0,104.4,-0.96,-1.02,4,4,2014,4,2,0,0
439,440,2014-04-03,16580.0,16580.0,16600.0,16530.0,77.25,0.0,-0.96,3,4,2014,3,2,0,0
440,441,2014-04-02,16580.0,16530.0,16590.0,16510.0,78.1,0.24,0.0,2,4,2014,2,2,0,0
441,442,2014-04-01,16530.0,16460.0,16560.0,16460.0,88.0,0.46,0.24,1,4,2014,1,2,0,0
442,443,2014-03-31,16460.0,16330.0,16480.0,16330.0,104.5,0.82,0.46,31,3,2014,0,1,0,0
443,444,2014-03-28,16320.0,16264.0,16420.0,16264.0,86.4,0.36,0.82,28,3,2014,4,1,0,0
444,445,2014-03-27,16264.0,16270.0,16300.0,16190.0,93.6,-0.03,0.36,27,3,2014,3,1,0,0
445,446,2014-03-26,16270.0,16370.0,16460.0,16270.0,92.75,-0.6,-0.03,26,3,2014,2,1,0,0
446,447,2014-03-25,16370.0,16280.0,16400.0,16280.0,89.1,0.56,-0.6,25,3,2014,1,1,0,0
447,448,2014-03-24,16280.0,16300.0,16380.0,16216.0,110.6,-0.16,0.56,24,3,2014,0,1,0,0
448,449,2014-03-21,16300.0,16340.0,16460.0,16290.0,353.8,-0.17,-0.16,21,3,2014,4,1,0,0
449,450,2014-03-20,16330.0,16220.0,16350.0,16160.0,91.5,0.67,-0.17,20,3,2014,3,1,0,0
450,451,2014-03-19,16220.0,16340.0,16360.0,16130.0,90.1,-0.7,0.67,19,3,2014,2,1,0,0
451,452,2014-03-18,16340.0,16250.0,16370.0,16250.0,79.1,0.55,-0.7,18,3,2014,1,1,0,0
452,453,2014-03-17,16250.0,16060.0,16270.0,16060.0,88.94,1.13,0.55,17,3,2014,0,1,1,0
453,454,2014-03-14,16060.0,16104.0,16170.0,16050.0,85.7,-0.27,1.13,14,3,2014,4,1,0,0
454,455,2014-03-13,16110.0,16344.0,16400.0,16090.0,86.2,-1.41,-0.27,13,3,2014,3,1,0,0
455,456,2014-03-12,16344.0,16350.0,16370.0,16264.0,77.9,-0.07,-1.41,12,3,2014,2,1,0,0
456,457,2014-03-11,16350.0,16420.0,16460.0,16330.0,78.1,-0.41,-0.07,11,3,2014,1,1,0,0
457,458,2014-03-10,16420.0,16450.0,16450.0,16340.0,68.2,-0.21,-0.41,10,3,2014,0,1,0,0
458,459,2014-03-07,16450.0,16430.0,16510.0,16400.0,80.7,0.19,-0.21,7,3,2014,4,1,0,0
459,460,2014-03-06,16420.0,16360.0,16450.0,16360.0,75.9,0.38,0.19,6,3,2014,3,1,0,0
460,461,2014-03-05,16360.0,16400.0,16400.0,16344.0,74.0,-0.22,0.38,5,3,2014,2,1,0,0
461,462,2014-03-04,16400.0,16170.0,16420.0,16170.0,96.1,1.41,-0.22,4,3,2014,1,1,1,0
462,463,2014-03-03,16170.0,16320.0,16320.0,16070.0,92.75,-0.94,1.41,3,3,2014,0,1,0,0
463,464,2014-02-28,16320.0,16270.0,16400.0,16220.0,122.1,0.3,-0.94,28,2,2014,4,1,0,0
464,465,2014-02-27,16270.0,16200.0,16280.0,16160.0,97.6,0.46,0.3,27,2,2014,3,1,0,0
465,466,2014-02-26,16200.0,16184.0,16260.0,16150.0,94.0,0.12,0.46,26,2,2014,2,1,0,0
466,467,2014-02-25,16180.0,16210.0,16260.0,16140.0,99.5,-0.17,0.12,25,2,2014,1,1,0,0
467,468,2014-02-24,16210.0,16104.0,16300.0,16104.0,244.6,0.64,-0.17,24,2,2014,0,1,0,0
468,469,2014-02-21,16104.0,16136.0,16190.0,16100.0,126.56,-0.19,0.64,21,2,2014,4,1,0,0
